"ensembl.gene.id","ensembl.transcript.id","chromosome.name","gene.start","gene.end","strand","transcript.start","transcript.end.","gene.name","transcript.count","gc.content","gene.type","transcript.type","gene.length"
"ENSG00000232118","ENST00000449923",21,29370019,29376339,-1,29370019,29371226,"BACH1-AS1",2,44.41,"lincRNA","lincRNA",6320
"ENSG00000232118","ENST00000615718",21,29370019,29376339,-1,29370059,29376339,"BACH1-AS1",2,44.41,"lincRNA","lincRNA",6320
"ENSG00000226818","ENST00000413933",21,19244543,19246392,1,19244543,19246392,"SLC6A6P1",1,54.43,"processed_pseudogene","processed_pseudogene",1849
"ENSG00000142168","ENST00000270142",21,31659622,31668931,1,31659622,31668931,"SOD1",4,44.51,"protein_coding","protein_coding",9309
"ENSG00000142168","ENST00000389995",21,31659622,31668931,1,31659666,31668931,"SOD1",4,44.51,"protein_coding","protein_coding",9309
"ENSG00000142168","ENST00000476106",21,31659622,31668931,1,31659693,31667341,"SOD1",4,44.51,"protein_coding","processed_transcript",9309
"ENSG00000142168","ENST00000470944",21,31659622,31668931,1,31659709,31668931,"SOD1",4,44.51,"protein_coding","processed_transcript",9309
"ENSG00000156273","ENST00000548219",21,29194071,29630751,1,29194071,29321355,"BACH1",13,39.61,"protein_coding","protein_coding",436680
"ENSG00000156273","ENST00000550131",21,29194071,29630751,1,29194147,29321355,"BACH1",13,39.61,"protein_coding","protein_coding",436680
"ENSG00000156273","ENST00000547141",21,29194071,29630751,1,29194147,29321355,"BACH1",13,39.61,"protein_coding","protein_coding",436680
"ENSG00000156273","ENST00000546469",21,29194071,29630751,1,29194147,29321355,"BACH1",13,39.61,"protein_coding","protein_coding",436680
"ENSG00000156273","ENST00000286800",21,29194071,29630751,1,29298871,29346148,"BACH1",13,39.61,"protein_coding","protein_coding",436680
"ENSG00000156273","ENST00000399921",21,29194071,29630751,1,29299416,29346148,"BACH1",13,39.61,"protein_coding","protein_coding",436680
"ENSG00000156273","ENST00000548467",21,29194071,29630751,1,29299683,29321355,"BACH1",13,39.61,"protein_coding","protein_coding",436680
"ENSG00000156273","ENST00000451655",21,29194071,29630751,1,29300133,29326498,"BACH1",13,39.61,"protein_coding","protein_coding",436680
"ENSG00000156273","ENST00000447177",21,29194071,29630751,1,29300802,29326484,"BACH1",13,39.61,"protein_coding","protein_coding",436680
"ENSG00000156273","ENST00000435072",21,29194071,29630751,1,29305203,29326336,"BACH1",13,39.61,"protein_coding","protein_coding",436680
"ENSG00000156273","ENST00000422809",21,29194071,29630751,1,29327129,29630751,"BACH1",13,39.61,"protein_coding","protein_coding",436680
"ENSG00000156273","ENST00000468059",21,29194071,29630751,1,29327276,29630751,"BACH1",13,39.61,"protein_coding","protein_coding",436680
"ENSG00000156273","ENST00000462262",21,29194071,29630751,1,29596040,29630747,"BACH1",13,39.61,"protein_coding","processed_transcript",436680
"ENSG00000231231","ENST00000414189",21,38323635,38333421,-1,38323635,38333364,"LINC01423",2,45.33,"lincRNA","lincRNA",9786
"ENSG00000231231","ENST00000436845",21,38323635,38333421,-1,38326352,38333421,"LINC01423",2,45.33,"lincRNA","lincRNA",9786
"ENSG00000279365","ENST00000624669",21,36485867,36487760,1,36485867,36487760,"KB-176G8.1",1,49.68,"TEC","TEC",1893
"ENSG00000157617","ENST00000449165",21,41885112,41953890,-1,41885112,41901652,"C2CD2",8,47.89,"protein_coding","protein_coding",68778
"ENSG00000157617","ENST00000329623",21,41885112,41953890,-1,41885112,41926690,"C2CD2",8,47.89,"protein_coding","protein_coding",68778
"ENSG00000157617","ENST00000380486",21,41885112,41953890,-1,41885112,41953890,"C2CD2",8,47.89,"protein_coding","protein_coding",68778
"ENSG00000157617","ENST00000482186",21,41885112,41953890,-1,41886673,41908802,"C2CD2",8,47.89,"protein_coding","retained_intron",68778
"ENSG00000157617","ENST00000482084",21,41885112,41953890,-1,41886673,41919033,"C2CD2",8,47.89,"protein_coding","retained_intron",68778
"ENSG00000157617","ENST00000467074",21,41885112,41953890,-1,41900953,41926672,"C2CD2",8,47.89,"protein_coding","retained_intron",68778
"ENSG00000157617","ENST00000490479",21,41885112,41953890,-1,41912160,41942160,"C2CD2",8,47.89,"protein_coding","retained_intron",68778
"ENSG00000157617","ENST00000478372",21,41885112,41953890,-1,41952946,41953519,"C2CD2",8,47.89,"protein_coding","processed_transcript",68778
"ENSG00000215533","ENST00000447125",21,29193480,29288205,1,29193480,29288205,"LINC00189",3,39.07,"sense_overlapping","sense_overlapping",94725
"ENSG00000215533","ENST00000420364",21,29193480,29288205,1,29193494,29288205,"LINC00189",3,39.07,"sense_overlapping","sense_overlapping",94725
"ENSG00000215533","ENST00000431661",21,29193480,29288205,1,29194037,29284207,"LINC00189",3,39.07,"sense_overlapping","sense_overlapping",94725
"ENSG00000224924","ENST00000416768",21,20742590,20803216,-1,20742590,20803063,"LINC00320",5,35.72,"lincRNA","lincRNA",60626
"ENSG00000224924","ENST00000437238",21,20742590,20803216,-1,20742595,20803098,"LINC00320",5,35.72,"lincRNA","lincRNA",60626
"ENSG00000224924","ENST00000452561",21,20742590,20803216,-1,20742921,20803070,"LINC00320",5,35.72,"lincRNA","lincRNA",60626
"ENSG00000224924","ENST00000435279",21,20742590,20803216,-1,20742921,20803216,"LINC00320",5,35.72,"lincRNA","lincRNA",60626
"ENSG00000224924","ENST00000419299",21,20742590,20803216,-1,20743739,20803086,"LINC00320",5,35.72,"lincRNA","lincRNA",60626
"ENSG00000281181","ENST00000627981",21,8437629,8438551,-1,8437629,8438551,"CH507-513H4.3",1,54.82,"lincRNA","lincRNA",922
"ENSG00000236545","ENST00000458654",21,41870633,41872054,1,41870633,41872054,"AP001619.3",1,52.88,"antisense","antisense",1421
"ENSG00000230479","ENST00000429588",21,36430360,36481070,1,36430360,36481070,"AP000695.6",1,47.32,"antisense","antisense",50710
